@GoldmanSachs I wouldn’t take him seriously even if he were not wearing my grandmother’s glasses.,1256948233106063365,
@GoldmanSachs Goldman Sachs &amp; sustainable do not belong in same sentence.,1256901754714836992,
"@GoldmanSachs What a joke. The purpose of your company is to maintain an international system whereby the very wealthy pay no tax, that money is parked off shore and lent back with interest to countries that desperately need it. ""Sustainable finance""? You're the reason we're doomed.",1256857722424868865,
@GoldmanSachs Buy #bitcoin,1256853403894001664,
@GoldmanSachs It’s already open in the Midwest. It’s gonna be decentralized and uncoordinated obviously. You guys need to go save confidence in the fed.... I believe I believe I believe in the fed... if people stop believing the whole system crashes,1256834391424278534,
@GoldmanSachs Eat the rich.,1256827425402454020,
RT @Rise_Abov: @GoldmanSachs Two words: Tone Deaf.  We’re not taking your damn vaccines.,1256810319420125185,
"@GoldmanSachs Awe Goldman sacks is more like it!
#darkmoney where your people end up in the oval!",1256807936128618496,
"@GoldmanSachs I thought Goldman people were smart.  Then NJ experienced Corzine and now @GovMurphy, two complete losers.  I have completely changed my mind about Goldman Sachs people!  Bunch of elitist dopes.",1256794430327140353,
"@GoldmanSachs As if Goldman Sachs didn't have a horrifying enough reputation, they align themselves with that fucking quack.",1256786243007979520,
"@GoldmanSachs Chopra believes that a person may attain ""perfect health"", a condition ""that is free from disease, that never feels pain"", and ""that cannot age or die"". Seeing the human body as undergirded by a ""quantum mechanical body"" composed not of matter but of energy and information",1256776494992568320,
@GoldmanSachs Kay,1256771914133053442,
@GoldmanSachs What does @goldmansachs think of @GovMurphy’s equation of public health=economic health.  We in NJ know this is a load of shit.,1256752466940608512,
"@GoldmanSachs Wow, just lost a lot of respect for Goldman.",1256750455687970816,
@GoldmanSachs i literally could not care less. read the fucking room.,1256732411179630592,
@GoldmanSachs Dude is a quack.,1256731311663771649,
@GoldmanSachs No it’s FUCKING NOT!!!!!!!!!!!!,1256727112808951808,
@GoldmanSachs A strong contender for most evil biz in the world.,1256702546422329349,
@GoldmanSachs Everybody got to try to make a buck while SIP. Deepak Chopra better also get on the Cameo app for birthdays.,1256695168020996096,
@GoldmanSachs Pretty sure we don't need bankers chiming in on public education.,1256689780139515904,
@GoldmanSachs @HarvardChanSPH Criminali,1256677207528923137,
@GoldmanSachs You lost me at Harvard.,1256671121727868928,
@GoldmanSachs Two words: Tone Deaf.  We’re not taking your damn vaccines.,1256670876101009410,
@GoldmanSachs Just open for business. This is stupid,1256662321641865216,
"@GoldmanSachs The CBI described the economy as being in hibernation so this analysis would make sense. However, CEO’s do need to decide whether to write this period off and resume, or to try and make up for lost time. Either way, corporate casualties are likely to continue.",1256647482924240901,
@GoldmanSachs Absolutely ludicrous. Saluting housekeepers??? How many regular people have housekeepers? Or horses and waterfalls and yachts. Any one of you: will exchange my brain tumor life for 1 month ??? Takers??? No??? Yeah...be quiet,1256645282151854080,
"@GoldmanSachs There is and will not be a "" new normal"" this fraudulent pandemic virus is not as lethal or as dangerous as it was so falsely portrayed.  The American people are wise to this fiasco and it ends now. Stop hoping for economic disaster so you can make more money of others misery",1256626668371918850,
"@GoldmanSachs GS advises not to buy Bitcoin. That is the clearest signal to BUY BITCOIN, before GS do!!",1256606344746020869,
"@GoldmanSachs Who were you sending out this tweet to???????????????????
The parasites will stay plenty healthy as they feed off of every life form on this planet. Your PLANDEMIC is going to kill a lot more.",1256595618073645056,
@GoldmanSachs Global medical director? Didn’t you take an oath to do no harm,1256567847549054976,
@GoldmanSachs I’ll have what he’s having.,1256559630723022849,
@GoldmanSachs Thank god Goldman Sachs is here to enlighten us! They won t be satisfied until they can charge interest on consciousness itself.,1256538880775462913,
@GoldmanSachs I hope to God the advice you charge for is worth more than this...,1256527927887433728,
"@GoldmanSachs When governments and media are destroying sustainable economies with a fake virus, the lizards at GS are happy to enslave you even more. #coronahoax",1256494216450113537,
@GoldmanSachs I’m good,1256494181356208128,
@GoldmanSachs please get your #paidreach tweet out of my twitter feed,1256466237154103296,
@GoldmanSachs It’s too late for mental health. Just look at Facebook feeds,1256452885522591745,
"@GoldmanSachs I find it odd to see Deepak Chopra in a Goldman Sachs advertisement.

I’m now questioning how many Chopra insights I’ve misinterpreted. Somehow, this could explain why my meditation is causing my 401k to suck.",1256448103818944514,
@GoldmanSachs Don't you have an economy to collapse again?,1256432001902456832,
@GoldmanSachs @DukeMargolis @AllisonNathanGS I would have liked non-essential businesses who sell goods to have an emergency FEMA approved walk-up window for purchases. They could have pics in their windows or a brochure. This way the state emergency laws could be modified.,1256425724786782208,
@GoldmanSachs I wish Deepak's mind was quieter. The noise keeps spilling out of his mouth.,1256413192768684034,
"@GoldmanSachs Then stop these financial publications spreading fear and panic with their constant negative predictions and reports.  Stock market is driven by optimism, confidence, sentiment and phsycology of investors. Constant doom and gloom from financial institutions is causing problems.",1256411282598699009,
@GoldmanSachs Contract tracing is already done by local health Departments for decades.,1256401463934320640,
@GoldmanSachs Rent-seeking vultures. You are everything that is wrong with this country.,1256382297542098946,
@GoldmanSachs Why do all of your customer service reps sound like idiots and blame everything on Apple?,1256380457526198273,
RT @pressuresounds: @GoldmanSachs By ditching the rapacious aggressive greed practiced by the likes of your company. What were the dividend…,1256373650036424705,
"@GoldmanSachs Like most Ceo's thinking short term and long term, what's my pay off. will I be made redundant therefore whats my pay off, if i resign whats my payoff? If I stay another year, whats my payoff?",1256348088563912704,
@GoldmanSachs @axtams1,1256342737445675008,
@GoldmanSachs The herd ain’t feeling your new normal talk.,1256336916389085184,
"@GoldmanSachs Pulled out any of my investments managed by Goldman Sachs. 26 million unemployed. CEO votes himself 20% raise. 
Only Greed would motivate this. Makes no sense except for the fact that the CEOs name is SOLOMON. #goldmansachsgreed",1256334441917476864,
@GoldmanSachs eat shit,1256322632934256640,
@GoldmanSachs Screaming Yolo and doing whatever the hell you want,1256315119631392768,
"@GoldmanSachs In other words.. meditate meditate, meditate",1256313480421888000,
@GoldmanSachs #Banksters,1256313433483472896,
"@GoldmanSachs @DeepakChopra is just full of pseudoscientific nonsense.  This just makes me want to avoid @GoldmanSachs .  So, I will.",1256306605097795584,
@GoldmanSachs It shaved down the federal savings fund by 2 trillion. . .,1256294912515080192,
"@GoldmanSachs Is it 'How Donald Trump Took All the Money in the World, and Why' ???",1256294765404065793,
@GoldmanSachs I’m thrilled to see you talking to @DeepakChopra !,1256287866373668872,
@GoldmanSachs @DeepakChopra @vishalc99111,1256282741018030080,
@GoldmanSachs Jerk,1256279725267398657,
@GoldmanSachs get tf off my timeline,1256252624497782787,
"RT @whatusaymark: @GoldmanSachs Yes, I want the insight of Goldman Sachs on finances. Just like the SEC wanted their input in 2010 when the…",1256239552785723394,
@GoldmanSachs How to stuff the workers and get free money from the government to buy back shares then wallow in the vast some of money... Same as every day pinkie,1256171798187716608,
@GoldmanSachs You know that dude is a manipulative rapist right? Why tf would you put him in an ad for your company?,1256171162767372288,
@GoldmanSachs ?,1256167103406751744,
"@GoldmanSachs Hey @GoldmanSachs! Get fucked!

Yours Truly, 

A millenial",1256128594360725505,
@GoldmanSachs Hmm: thinking to carry-on like nothing changed? #FatChance: this opportunity for a #SeedChange has been coming since Aug 15th 1971 when Pres Nixon abandoned Bretton Woods Agm't and turned US$ into an IoU. Okay: he had no option back then; but anyone believe it could run and run?,1256117206867468288,
"@GoldmanSachs @WarrenBuffett Dear goldman please don't encourage people to buy stocks now.  
Capitalism and greed is driving towards another crash",1256102361908428801,
@GoldmanSachs #JusticeForAmericanLife,1256098492407136256,
"@GoldmanSachs So just having to trade from home keeping up the don't running, manipulation &amp; shorting...",1256093852206800897,
"@GoldmanSachs Why am Inseeing this? Fuck what's on the mind of CEOs like that. What so they know of the economic downturn? They make millions, government save them if needed... They won't ever have that deep fear of how being evicted, of being unable to pay for basic medical care, food...",1256092962620137474,
"@GoldmanSachs 800 thousand people follow this account, and you had to promote this tweet to get four likes",1256070155563565056,
@GoldmanSachs No one's going anywhere for a few years you idiots.,1256067918166704133,
"@GoldmanSachs “How does going without water make you dehydrated? Our experts will explain.”

Y’all can’t really be this dumb.",1256033986360606720,
@GoldmanSachs Learned a new word recently: mountebank,1256026373992230912,
@GoldmanSachs How long have you been w this company?,1255997184845254659,
@GoldmanSachs Education is not a business.  Stop messing with our profession.,1255988446646206464,
@GoldmanSachs Corruption,1255987222588919810,
"@GoldmanSachs Marvelous, @jack takes money from the vampire squid.",1255987194419970049,
@GoldmanSachs @DeepakChopra Then comes politics and some ppl get very creative to make other ppl very anxious and to use this scaremongering to win votes.,1255983249018490882,
"@GoldmanSachs You can not produce growth by moving money , you need to invest in production and innovation .
Everything else is greed and greed is illness .",1255977311834378240,
@GoldmanSachs Nothing makes you more mindful than when you are struggling to breathe because of a virus.,1255973346346483712,
@GoldmanSachs I age17 put me 8 woman he learn disabled man. to bed wear white nightie  2  am arm up rub semen all face learn love,1255969198318198786,
@GoldmanSachs i’ve never cared about anyone’s opinions less,1255964737894002690,
"@GoldmanSachs Weird how a single international spiv's club has more money to throw at bamboozling rubes into buying toxic financial products than the entire spendable budgets of the world's richest nations, no?",1255963953596858383,
@GoldmanSachs I´ve solution for water and electric energy almost limitless global solution for global problems and climate change I´m seeking support to develop williamvladimirrivasaroche@gmail.com for receive more information,1255957848426676227,
@GoldmanSachs What time of day is best to asset strip the welfare system to continue to inflate the wealth of the few at the expense of the many ?,1255951859556155393,
@GoldmanSachs What time of day is best to asset strip the welfare system to continue to inflate the wealth of the few at the expense of the many ?,1255951859556155393,
@GoldmanSachs We reject global vaccines and we reject New World Order!,1255948483502186497,
@GoldmanSachs À,1255948310885654528,
@GoldmanSachs Quack.,1255947967372165121,
@GoldmanSachs Death first before becoming a millennial.  I want them all gone.,1255941746330124289,
"@GoldmanSachs @paulfarmermind Borderline of mental illness according to a psychiatrist, when people started to be mostly unusual suspicious and loss appetite and hallucinating, pandemic succumb to this situation in stay home environment.",1255932848839593984,
"@GoldmanSachs you like millennials and that's fine.  Personally, I pick death first.",1255918917480075267,
@GoldmanSachs How much of the federal $$$ to respond to #COVID19 flowed through Goldman Sachs?,1255917644542291968,
"@GoldmanSachs Micro business, 30 yrs and you ask those questions? Lost the ability to communicate in real time.  We now know can not eat money,  so what next I wonder - learn from the indeginous people.  You seem so far above the rest of us, but you are not.",1255916932047548416,
@GoldmanSachs AKA Corporate CEOs are wondering how they can leverage global tragedy to their advantage. After all the damage you and your ilk have dome to the planet one would have thought the least you can do is keep your heads down at the moment...,1255911695123394563,
"@GoldmanSachs @paulfarmermind Big banks are socio-pathic in terms of ""mental health""
aka USA wealth gap &amp; financialization of economy in favor of 1% vs 99% of US population",1255910673097330690,
"@GoldmanSachs @paulfarmermind Covid 2020...
""... a moment where we took a big step forward …"".
No, we didn't.
In the UK alone, 26,000 have died. 
Stop this dismal search for silver linings.",1255905916538494977,
"@GoldmanSachs Along with the suing of Chinese govt. already taking place, US &amp; other countries should confiscate Chinese state assets until a full &amp; transparent investigation is undertaken.",1255901320042684418,
