@Walmart I waited for an hr for my pick up order yesterday and the I was told to come back today because your employees decided to leave for the day. Now here I am. I’ve been sitting in your parking lot for an hour and a half waiting. Meanwhile others are being served before me.,1256952333273108485,
@Walmart @GovAbbott  GOVERNOR ABBOTT! Other major cities in Texas are refusing to let people buy groceries if they don’t wear a mask! Wal Mart is enforcing this policy and so is @HEB. Some mayors are taking it further than they need to. Please speak out against this.,1256945560348745728,
"@Walmart Still no paper towels and TP in the store. 
Belton Texas",1256941986973577216,
"@Walmart really cool how my wife orders a tricycle for pickup and when we get ready to pick it up, the order was cancelled and the price jumped $30.00 because your sale ended.",1256940450373566468,
"@Walmart 3270 Telegraph Rd. 63125. Today I complained last 3 people I sought for help DID NOT SPEAK ENLISH making today a STRESSFUL shopping EXPERIENCE!!!
The manager ""SHAWN"" told me it's not the way it works when I said you should hire people who actually SPEAK ENGLISH!!!",1256940268177195008,
@Walmart is price-gouging. Nintendo Switch which is sold for $300 is listed on their website for $512. Never let a crisis go to waste.,1256939462468272128,
@Walmart getting butter for my French baguette I bought @Publix,1256938701445304321,
"@Walmart I appreciate your willingness to get people going in one way traffic, but you got to add MORE floor workers to police it more. Counting on customers to do this is not working. One way people!",1256938029417193472,
@Walmart what’s going on with the occurrence policies with the coronavirus situation?,1256933871649783808,
@Walmart you need to have an option for pickup that lets you let the workers know you are 99% likely to have a screaming baby in the car so PLEASE HURRY #WALMART #WALMARTPICKUP,1256931922648981506,
@Walmart i've sat on the phone waiting on your customer service 3 days in a row to have my call dropped every time. i just spent 45 minutes on hold. please help me resolve your mistake,1256931569358516224,
"RT @KeithLashley00: @Walmart @dlroweloc I actually think a ""self checkout discount"" is needed.
The largest retailer in the world is pushing…",1256925554718076928,
"@Walmart Not interested in bidding on an experience with Doug McMillion.
Modest Donation for those in need. Thank You.",1256923755571556352,
@Walmart can be exponential superspreader of #COVID__19. (I called corporate 1-800-WALMART to confirm mask policy.) Fairfield IL store #454: entrance sign requiring masks; no enforcement w/customers nor employees. Store mgr says corp. told him not to enforce? Need security guard?,1256923321796489218,
"@Walmart pick up last week, 5 items were “unavailable” went into the store and found 4 of them. This week 3 were “unavailable” went in the store and found all of them.",1256920895098179584,
