@amazon Real ending: He chucks the package on the porch from the walkway,1256941714960515072,
"@amazon hello! We've received a parcel through the door but it's for the previous owners of our house. They moved out Oct 18, we don't know where too. Guessing they clicked the wrong delivery address when they ordered! Any advice on how to get it back to you/them?",1256940393016569858,
"@amazon Wow. Look at how family friendly Amazon is. Amazon is always so nice and kind, doing things like union busting and firing employees for calling out the company's poor environmental practices. Oh also, don't forget; these fuckers exploit cheap third world labor. Go to hell, Jeff.",1256939104417308677,
@amazon still has long delays with delivering Prime 2 day packages...Why?...we would like to know...understandable during initial shutdown with pandemic but what is reason now...and ia Amazon going to refund some of the Prime subscription fee?,1256938999568007171,
@amazon STOP playing with me,1256938355318755329,
"@amazon so, I understand shipping constraints and supply chain disruptions, but when people pay $110 per year for prime delivery and you aren't close to meeting it for this long, you should be prorating the prime cost back to people for days you can't meet your timelines.",1256938153543417856,
"@amazon That delivery person is not an Amazon employee. 

If you want us to like you, make sure everyone used to deliver products is paid well and is safe at their workplace.",1256936726364409856,
"@amazon Sir I am using Amazon Firestick from last two months.  Recently Two news channels are not playing. 
1Republic Bharat
2 Republic TV.

Are those channels unofficially blocked by Amazon Firestick",1256936725621796864,
@amazon it would be real nice to get some help.....,1256935631818809348,
@amazon music has been cutting out during the first song or not playing on my echos - multiple svcs/devices. Email response from AMZN said it is not a priority &amp; will not be responding. Online help steps didn’t resolve. I now have a bunch of paper weights. Do you want them back?,1256935117920129025,
"@amazon Getting sick and tired of this shit. I ordered a new mouse and it was paid for, following the transaction off of my card and waiting for it to be shipped. Now, a couple days before delivery date, it says to update the payment method. Why?! My money already got taken off!",1256932676210176000,
@amazon i have a question regarding a video game pre order that was supposed to be delivered today but the publisher pushed the release to june because of covid-19 will i still be receiving my package as it says today package was delivered but i dont have it.,1256931873248477185,
"@amazon Yea, people are dying, what changes lives are livable wages and good working conditions. Bezos and the rest  of Amazon can afford to make a little less if you pay your other workers more",1256930485542019077,
"@amazon,

 Make buying American easier.

Add a ""Made in the USA"" filter option.",1256929977569853440,
RT @GravyBiscuits64: @amazon @AmazonHelp Why in the hell are you charging me a Prime membership fee when you’re waiting 8 days to ship my o…,1256929396654592001,
@amazon @AmazonHelp Why in the hell are you charging me a Prime membership fee when you’re waiting 8 days to ship my orders?!,1256928520439201793,
"RT @sanjsax: @amazon stock takes a hit! Why would I buy online from 
@amazon when there is horrible price gouging and prime delivery rangin…",1256926314273091585,
RT @Alec_shrugged: @amazon any plans on helping out with the people price gouging electronics? It's a  scummy buisness practice I thought a…,1256926100879552512,
@Amazon I need help!,1256925754824130560,
@amazon get your shit together!! How do you not have people available to answer the phone!!! Great customer service! This shits ridiculous already and stop using USPS. They’re dog shit and lose everything!!!!!!,1256925657537187841,
"@amazon needs to give refunds for Prime, their shipping times are ridiculous.",1256919345072082951,
@amazon owes me a pandemic refund. Im not appreciating these continuously delayed packages. Y’all suppose to make it happen by all means necessary!,1256917747277139975,
@amazon #AmazingAmazon I miss you so much!,1256917394687250432,
@amazon Day 2 of you refusing to address my perfectly reasonable request to provide me with the recordings of my customer service calls.,1256916923310387201,
@amazon Amazon. Quand on cause un préjudice on se doit de le réparer. À première vue ce n'est pas la préoccupation de Amazon. Regrettable.,1256915895638798336,
@amazon do you remove alarm sounds from the echo? I was going to swap my echos around but the Missy Elliot alarm isn't there to put on the new bedroom one anymore.,1256912512533970944,
RT @Alec_shrugged: @amazon any plans on helping out with the people price gouging electronics? It's a  scummy buisness practice I thought a…,1256911628550975488,
"@amazon très déçue du service @amazon déjà 3 jours que l on doit me livrer mon colis et de plus aujourd'hui on m a envoyé un mail disant que j allais recevoir, le livreur est venu livré mais.... sans mon colis qu il ne trouve pas dans son camion!!!!",1256910707620286464,
