@Apple is it possible to have an update for Face ID to accept face masks?,1256941400001785857,
@Apple Just buy a true pc,1256940733925220354,
@Apple No thanks. No to contact tracing. No to technocratic control.,1256940033321381889,
"@Apple Bring back the 9.7” or put all that into an ipad mini, and then we’ll talk. I can’t fit that behemoth into my purse. Thank you in advance.",1256939997783080960,
@Apple Am I the only one who is totally freaked out by this CGI hummingbird?,1256939311368470528,
"@Apple Less to spend, eh? Sounds odd",1256936627999395841,
@Apple Saving my trade in for the IPhone 12. That will be the iPhone that comes out when nobody has a job.,1256935787754446854,
@Apple what do you look for most in a Machine Learning Engineer/Data Science candidate?,1256934489453977601,
@Apple I have iPhone XS Max 64GB it’s going warm within 2-3 minutes use. Can help me. I am in lockdown.,1256932803662491651,
@Apple @kenttheduke,1256928165626175489,
@Apple Pantallas pequeñas?. No. A mis ojos no le gustaría. No gracias,1256927522777976832,
@Apple Pero esto producto le pasa como a los Mac? Qué con 266 ciclos de carga se va la batería abomba el portátil dejándolo inservible y os laváis las manos diciendo que si quiero arreglarlo son +200€ porque hay que cambiar carcasa y teclado???,1256927110901489665,
"RT @NanaNebu: @Apple, clearly a hardware issue and apple support insists I send my less than 2 month old iPhone 11 Pro in without a replace…",1256923936140464128,
"@Apple, clearly a hardware issue and apple support insists I send my less than 2 month old iPhone 11 Pro in without a replacement phone. Never again will I choose an iPhone. 7 year loyalty to @Apple ends with this current phone. #poorcustomerservice #W777535579
#neveragain",1256923914086879232,
"@Apple  Why not make the lyrics of a song visible on the apple watch? Good idea, no? The screen looks able to show lyrics. I’d really love to be able to read the lyrics off my apple watch.",1256923847334309895,
@Apple Stop. Making this garbage that only lasts a year.,1256923663233925122,
@Apple why no one told me the new iPad pro come so quickly when i bought ipad pro 2 months ago? so sneaky,1256921212594212864,
"@Apple I love my new iPad pro. I does so many things , my old MacBook pro didn't . Unfortunately, it didn't replace my laptop completely, it just made me realize how bad I needed a new computer.  Hello new Mac mini.",1256918932306313216,
@Apple @AppleSupport @unumdesign PLEASE HELP!,1256918803327234050,
@Apple More Communist equipment. Keep drinking the coolaid.,1256918371851030529,
@Apple Got any benchmarks to support the claim it is faster than MOST PC laptops? Didn't think so.,1256917800381231105,
"@Apple has shifted more than 7.5 million Face Shields to the healthcare faculties worldwide within a week and they are continuing to do so.

Great ""Job"" #Apple!!!",1256917728537042945,
@Apple Ordered mine today!,1256916859401707521,
@Apple why is the @starzplayuk not available in #appletv ? Or am I doing it wrong ? The #STARZPLAY that is available is not available in this country?,1256914323068379137,
"@Apple Bad job with your customer service. #AirPod mic stopped working after 2 years. Middle of a call. Tried all of the reboot and self service options. nada. Called support, did all of that again, still nada. Finally get service rep on the phone, and then the fun started....",1256913315835588608,
@Apple Why are you guys scared to change the interface? You've been using the same one since 2007.,1256909718762795010,
@Apple Magic keyboard @adamaabrar,1256909028656988160,
@Apple Qué pena de batería. 1.000 mah más y habría sido un teléfono aceptable y recomendable.,1256907043761504256,
@Apple Estaría genial una versión Plus o Max,1256905156647694336,
"@Apple Sir,My brain fixing a Micro Chip and I exchange video message brain to brain TELEPATHY Satellite Communication Multi people (Foreign people also all subjects three years).There stolen my lift side KIDNEY and destroyed my family and bargain money in my hand.",1256903823395782658,
@Apple Ya se rompió la pantalla...,1256903721486897152,
"@Apple,  mis cielos, a ver si dejamos de sacar móviles nuevos EVERY F**** YEAR y miramos a ver qué pelotas estamos haciendo con las actualizaciones de los Macs. Bss.",1256902520133292033,
"@Apple sold me a refurbished phone as, “new,” because I was visually disabled and they said, “doesn’t matter, not our problem.” @AppleSupport @CNET @nypost @starledger @NYDailyNews",1256902248166236160,
@Apple una potencia más fuerte que muchos móviles de 1000 y 2000 € incluso algunos pcs y una batería que no sea la mejor pero que tampoco dure solo 1h y esta es la mezcla perfecta llevo con el ya 24h y hasta ahora solo le veo cosas buenas hasta me hace poder manejarlo a una mano,1256898901996683264,
@Apple Pienso que hay que hacer críticas constructivas cuando por ejemplo Apple have las cosas mal pero en esta ocasión vengo a felicitarlos por el enorme esfuerzo que han hecho al lanzar este iPhone SE 2020 que es lo que hoy en día yo busco en un móvil una cámara bestial *,1256898365775896576,
@Apple Introducing the same thing but with a new charger,1256897521483309056,
@Apple what’s this extra money charged for this iCloud and @AppleMusic subscriptions ?,1256895013860016129,
@Apple I dm y’all respond pls,1256892457947746306,
@Apple do you know when more iPhone 11 Pro 512gb phones will be delivered to UK networks? Due an upgrade with Three,1256891859273728001,
"@Apple @AppleSupport @UnboxTherapy : i found that, even though mobile data is disabled for certain apps, these apps suddenly started me showing ads and other network stuff. I went to settings to confirm and see that mobile data is still disabled. Thats OS issue.",1256891382658039808,
@Apple Is that an Apple genius taking a dump?,1256891165393199105,
"@Apple @instagram listen here bitch, let’s get some shit understood if i ever wanted to unsend something it would b a imessage !!",1256891144715112453,
"@Apple Como bloqueo estas madres???.... Me atasca de comerciales de iphone... Y no me gusta, mucho mejor android..",1256885313110245377,
@Apple when are you going to move your production of iPhones out of China? Do you support the #wuhanwetmarkets You should bring those jobs to America. Haven't you made enough dollars for your shareholders,1256883971012669441,
@Apple But why? I like my XR,1256883970870042624,
@apple I want to be able to ring my earpods pls. Thanks,1256880953370312706,
@Apple @FacuDiazT eres tú no?,1256877531724201987,
@Apple Wow... Maybe... Depends on the price,1256877061676961793,
@Apple Professor?,1256875924609536001,
@Apple AirPods (even Pro) are so overrated considering the audio quality. Rather get a @SennheiserIndia Momentum 2.,1256874936271990784,
"@Apple @AppleSupport @AppStore I am using IPhone XS, how safe it is to install &amp; use #AgrogyaSetu app on my device, that @PMOIndia is encouraging its citizens to use ?
How @Apple is addressing privacy concerns raised, with this app ?
@INCIndia @BJP4India",1256872428585680896,
@Apple I recently received an iPad Pro that I purchased via online Apple store and on its 4th day of being used it no longer wants to turn on. I have tried to reset it several times and have left it plugged in for a whole day and it still won’t turn on.,1256870701643911168,
@Apple Thanks @UN_News_Centre,1256869609455546368,
@Apple Beim unten aufkommen sind jegliche Verbindungsstecker gerissen und das Glas gesplittert.,1256869029387669504,
"@Apple @tim_cook With the pandemic going on, I know you probably will not comment, but are you rethinking your laptop potato cameras for future since we’re probably going to be quarantined on and off for the next two years?",1256867640926072838,
@Apple Muy bonito el aifon ocho,1256866301177237504,
@Apple 1? Poll d,1256865341432410113,
@Apple we'd like to know how much your products cost WITHOUT components that are fabricated in CHINA.  It's about time people ended  dependence on one country.,1256863525538074624,
@Apple Is it made in China? No thanks,1256863138819059712,
@Apple I don’t care for Apple right now spend thousands on crap my iPhone battery blew up last year did Apple do anything NO and now my iPad Pro is having touch screen issues,1256860471627378690,
@Apple  so I have an iPad Pro 12.9 2017series2 the touch screen is a piece of crap I have to about put my finger thru the screen to get it to work,1256859847670153216,
@Apple @tim_cook Can you tell me if I can buy Apple Learning Lab in Russia?  I want to open a school for children to teach MacOS and application software. I didn't find any info on your site and on your Resellers sites.,1256858175392931840,
@Apple You've just cracked the screen haven't you.,1256856811518545921,
@Apple received my new MacBook Air on Thurs. It is great but camera is really grainy. It is awful. Can this be fixed?,1256855667664736256,
"@Apple yu guys need to create a hippie emoji , thanks .",1256855582423777280,
@Apple  is it possible to add 2-3 persons in FaceTime audio and video calls,1256853663668207616,
@Apple Magnets are really magic,1256852616715268097,
@Apple Q diferencia tiene con el 8?,1256850552517992449,
"@Apple
Why are there no tweets?",1256849126282547201,
@Apple you should be able to leave FaceTime voicemails when someone misses your FT call. Call em Facemails. 20-30 seconds tops.,1256846412332937218,
@Apple i  m  from india . And i am facing one issue regarding to my app purchase from App store . I  had taken service from Hotstar and that amt was deducted frm my bank account but  just after 8 days it was suspended bcoz apple has asked hotstar to suspend its service .,1256845978608504832,
@Apple can you please explain how iPhone XS Max is IP68 rated. Request you to please release a video supporting this.,1256844745999073281,
"@Apple = Privacidade 
@Google = Conhecimento
@amazon = Comércio
@Facebook = Interação Social
@elonmusk = Levar a parte boa de tudo isso para um mundo novo",1256843155175026689,
"@Apple I have an idea for you. If I rent a movie, and end up buying it, because I liked the film. Discount the buy purchase with what the cost was to rent it. DM me if you like to hire me. #CustomerService #uxdesign",1256842214316990464,
@Apple ¿Es mucho más grande que el anterior SE?,1256840146093330432,
"@Apple a search bar in the emojis, like pls",1256838679433265152,
"@Apple No vá convencer a mucha gente...hay rewiews de youtuber que vive no Canadá que ha probado que más vale, por casi el mismo precio, comprar un Samsung S10",1256838034437308416,
