"@jpmorgan PLEASE C ME, YOU RESPONDED TO MY REQUEST OF HELP ON MY INTENT TO EVICT, MY NEED FOR ANYTHING SENT DIRECTLY TO LANDLORD. I DONT HAVE ALOT OF TIME LEFT , I HAVE A PLEDGE ITS PENDING I GET HELP. I BELIEVE YOUR OFFER WAS SINCERE, I CONTACTED CUSTOMER SUPPORT, THEY SAID NO",1256952914628636677,
"@jpmorgan PLEASE C ME, YOU REPLIED TO MY TWEET WITH INTENT TO EVICT. SI DID AND NO ONE KNEW WHAT I WAS TALKING ABOUT. THATS 3 TIMES, I THOUGHT I WAS GOING TO GET ASSISTANCE AND GOT CRUSHED I NEED 1 PERSON TO CARE AND DM ME FOR MY INFO. IT CAN BE SENT DIRECTLY TO LANDLORD, CRUSHED",1256662999462526977,
"@jpmorgan I understand there are some liquidity issues due to unlimited ""Quantitative Easing"", but can you stop blocking my card from making normal purchases?",1256644908703576064,
"@jpmorgan yoooo the new chase update broke my app for my mobile banking and I cannot use zelle as a result which is effecting me in a negative manner, any idea when you’re gonna fix it? I’ve tried everything",1256291711883460608,
"@jpmorgan  worth  40 BILLION dollars ,  Chase  said they “could not” remove the 300 in fees they took ,wiping out card &amp; leaving my family nothing. Lost my job because of Covid and they took every last dime. What they make in less than a minute &amp; they “can’t” help .",1256233467643342848,
@jpmorgan I just wanted to say thank you to you guys for always providing the cleanest consolidated 1099s and brokerage statements,1255923762974900230,
"@jpmorgan Hi, is there an email I could have off you, I need to sort a payment out that you sent and need to amend it ?",1255902048329048066,
@jpmorgan why am I blocked from purchasing inverse/leveraged securities,1255878243565125632,
@jpmorgan changed the due date from the 15th of every month to the first of every month. Why would make it harder to pay the loan? And changed it with no explanation at all. #cnn #msnbc #cnbc #mortgages #CoronavirusUSA,1255874541341020162,
@jpmorgan Looks like @MBennettAshford #boycottashfordhospitalitytrust got 98million fleecing the PPP and robbing SMALL businesses of that critical money for their survival. @realDonaldTrump crony and political donor should give it back &amp; if u approved it you should be held accountable,1255834755037302785,
@jpmorgan why did the due date change on my mortgage statement. It was due on the 15th of every month now it's at the first of every month. I need an explanation. STOP MAKING IT HARDER.,1255834248914898945,
@jpmorgan you idiots are reported to the Financial Police!  because of leakage of shamaran petroleum!  it will come to your door soon,1255759485492252673,
@jpmorgan what time during night does paychecks,1255700001772240896,
@jpmorgan Yes    Grabbing that umbrella back when it’s raining.  How many PPP  loans did you soninder 50 k?You disgust me.,1255693483035070464,
@jpmorgan why are you firing people because they can't work from home during #COVID19  especially if you've waited this long to send call center employees home?,1255640986425782272,
@jpmorgan How much is your cut in all this you greedy MFer,1255637995094507522,
@jpmorgan Why did you cancel my #ppa application ? Because I’m a small company? You pc of shit @Chase @realDonaldTrump @Chase,1255626759556472835,
@jpmorgan hi,1255565702519386113,
@jpmorgan @SBAgov I have 3 employees including myself. Why did people like ruth chris get 20million?!! We only need 20k to survive!!!! Who's dick do I have to suck?!!! #smallbusinessowner #sbaPPP #RageAgainstTheMachine #fuckthesystem #liars #GREEDY,1255536918055526400,
