"@Microsoft @WatchMixer You definitely should add drops to Mixer similar to what they do on twitch. I have Mixer pro and I think there should be more for the price, such as getting 550 embers a month, and being able to subscribe to one of your favorite streamers.",1256954156297924614,
@Microsoft its not letting me buy vc on nba 2k20 can you guys help?,1256952249332326401,
@Microsoft has literally the shittiest support on the entire planet,1256950683540094977,
@Microsoft @Outlook hi could you help I’ve set a new email up but spelt it wrong how can I change please,1256934715933757440,
@Microsoft  i got lock out i wasnt doing bad,1256930736772460544,
@Microsoft @satyanadella @kumar_yogesh92,1256909244210659329,
"@Microsoft 
Smartphone
release
pattern
program
how?",1256908663819653121,
"@Microsoft
Using COVID19 to promote your #Team on television adverts.
Shame on you. Trying to make money out of people's suffering and deaths.
Shame on you.",1256889669112995840,
"@Microsoft, @Amazon, @Google must stop using AI technology to boost oil &amp; gas production. Actions speak louder than words. #ActOnClimate",1256880520283201542,
"@Microsoft is there a old surface trade-in or exchange program? Wanted to get a new surface, stuck with an old one.",1256870739224850434,
@Microsoft,1256868789205024769,
@Microsoft why is Microsoft personal shopping assistant not available for iOS? It is for Android,1256856026596478976,
"@Microsoft's market capitalization of more than $1.3 trillion is roughly equivalent to a combined (!) market value of @Starbucks, @McDonalds, @GoldmanSachs, @jpmorgan, 5 @Twitter, 50 @Macys, 3 @Delta, 4 @Ford, and @exxonmobil - unbelievable!",1256851170124984320,
@Microsoft @Xbox So I was curious as to when will your site be back stocked with the Xbox elite series 2 controllers. I want one really bad. Especially since retailers like Amazon has doubled the price of the controller and GameStop's/everywhere else are sold out?,1256840074018328576,
@Microsoft and @Minecraft  when is @PlayStation  getting servers?,1256839287279980546,
"@Microsoft 

Entrepreneurs around the world
Answer a call
not good

Entrepreneurs around the world
Password setting
Security inquiry
Will be

A promising future
Security job",1256838836623032320,
"@Microsoft 
my
Phone content
Password setting
Security inquiry
Is it a hack?
Is it a security inquiry?

Security settings
sauce
Discover

that's
Very interesting

my
Phone content
Password setting

I want to protect my intellectual property",1256832471972278273,
"@Microsoft i would like to suggest something for bedrock. For the future parody update will bedrock be able to play on older versions of the game, because I feel players would like that.",1256831799407398914,
"@Microsoft 

Broadcast subscriber collection
Email, Name,
Broadcast subscription
broadcast

Someone
Manipulate my degree
That is the problem

issue
news

broadcast
Password setting
Security job

Password setting Will it be?

my
I want to protect intellectual property",1256829120329072641,
@Microsoft ruined @Minecraft.... prove me wrong. #Minecraft,1256829031959474176,
@Microsoft gives out the worst  #Windows10 updates. A month ago my USB ports started malfunctioning after an update. Today my bluetooth audio devices cannot connect. The boot time is painfully long . Takes double the time if I dare restart. Frustrating,1256822970946736128,
"@Microsoft 

Apple
Microsoft
Security inquiry

Password setting

Inquiry setting period is long
so
Apple, Microsoft Inquiries

Possibility
impossible
Password setting
I don't know if it's difficult

if
Password setting
If possible
password
Security job",1256818316309495810,
"@Microsoft has $136,000,000,000 cash on hand.

Maybe they can help @KingCountyWA with their $20 million or so budget shortfall as a result of #COVID ...prolly higher than that as ongoing impacts are felt.

Just a thought.",1256817272372396032,
"@Microsoft 

Sites that look at me
Security request
Is it a hack?
Is it a security request?

Sites that look at me
Security settings
Password setting

I
Strengthening intellectual property
Want to be",1256812734370308096,
"@Microsoft 
I have a big issue with an order, can you assist?",1256803199903772672,
"@Microsoft, @Amazon, @Google must stop using AI technology to boost oil &amp; gas production. Actions speak louder than words. #ActOnClimate",1256790998774136834,
@Microsoft went really hard in @neverhaveiever,1256790806368837634,
@Microsoft It is time to employ Artificial Intelligence to replace all government officials. Human thinking is unscientific and fallible.,1256785222202425344,
"@Microsoft @satyanadella @FT ""Everything except a gooduser experience""

- Satya Nadella",1256777547511148547,
"@Microsoft @satyanadella @FT Why are Microsoft, the biggest software company in the world, so terrible at user interface design? It's something I've been wondering about for decades now. When will you guys just swallow your pride and steal from apple? We all know it's happening.",1256777157092749313,
@Microsoft should built a TV with an xbox inside it,1256774313425977344,
@Microsoft can i have ur xma encoder from early 2006 or thereabouts please,1256769545886367744,
"@Microsoft @satyanadella @FT When I use your products, I marvel at how far behind you guys are. When I connect a bluetooth device in Mac OS it works right away. Currently listening to choppy audio on my bose q35. In 2020. On Windows. It sucks. Sounds like an mp3 from 1999.",1256769469449416704,
@Microsoft I need a new keyboard,1256768029368745984,
"@Microsoft had to choose a company to analyze during my MBA program. I chose you, hope you don't mind. Hope to see you soon.",1256764520426397696,
@Microsoft I’ve done a device service and replacement order and I haven’t gotten the email yet? I’ve only waited a few minutes so will I have to wait a bit more or what?,1256748709242535936,
RT @RIPblympi: @Microsoft @XboxSupport u the worst company ever. Why is it taking so long to get my account back. It’s been over a week and…,1256747965387100160,
@Microsoft @satyanadella @FT #roque85 #roquejc2010,1256741171617058817,
"@Microsoft so we just purchased  sky block drops for #mindcraft and it does not work, so t know how to get this rectified and I am not a happy momma.",1256739271664418821,
"@Microsoft -10 for customer service. Your representative not only hung up on me now that your customer service line is CLOSED so I can’t even call back in to get help, but the representative was not listening to anything I said as they asked me about something I just told them",1256733345234522113,
"@Microsoft PLEASE C ME , TheDigitallyEmpowered@gmail.IVE REACHED OUT TO OVER 1400 AGENCIES, COMPANIES, TO HELP DIRECT TO LANDLORD ON INTENT TO EVICT, NOT MUCH TIME . PADEMIC TOOK JOB, NI UNEMPLOYMENT. I GAVE A PLEDGE BUT ITS PENDING OTHER HELP, 3 REPLIED, THEY DONT HELP PEOPLE",1256729899081105408,
"@Microsoft, @Amazon, @Google must stop using AI technology to boost oil &amp; gas production. Actions speak louder than words. #ActOnClimate",1256725773131698176,
"@Microsoft don't you care about the old generation? donwload arrives at 80% after the file is damaged! people buy these games on live! I bought two games, the call of duty black ops 1 and GTA IV, I spent money on it.",1256721981279477760,
@Microsoft hel0 k0 km ll,1256721193069015041,
"@Microsoft @matvelloso As I was going through 10-Q from them, I had an interesting question. For @LinkedIn they show combined revenue in single line n the question I hd is hw much does that LI makes from premium subscription? Can they give for free for 6m v 1y #OneWorld #ONETEAM",1256720502959116288,
@Microsoft send me a elite controller... mine broke and can’t find one In this pandemic,1256717677046960128,
@Microsoft any chance to have a windows powered smartphone soon in my pocket? Get bored about android and ios... Want to run my exe like I do with my laptop and don't have two devices that can be only one!,1256716819056001024,
@Microsoft,1256710870505152517,
@Microsoft your teams Hulu commercials are almost as infuriatiting as repeatedly telling people they are still on mute.,1256707951286456320,
@Microsoft av tried to open my microsoft account but in vail...help,1256706263737602053,
"@Microsoft Have we had enough pics of people posting their meetings on #Zoom, #MicrosoftTeams, #Webex and other apps or still have appetite for more - welcome to the world of #selfiemeets",1256699754572140545,
"@Microsoft Teams is a little buggy, copying instead of moving (some files of the total I asked to move), it fails to sync large number of files I asked to sync, and mysteriously leaves empty files behind here and there. Also moving folders sometimes only moves part of it.",1256691481676578820,
"@Microsoft, @Amazon, @Google must stop using AI technology to boost oil &amp; gas production. Actions speak louder than words. #ActOnClimate",1256686224829370368,
@Microsoft  What’s wrong with the servers keep disconnecting lagging in games,1256675057113485314,
"@Microsoft, @Amazon, @Google must stop using AI technology to boost oil &amp; gas production. Actions speak louder than words. #ActOnClimate",1256672360956125186,
@Microsoft bring back @messenger #msnmessenger ! What a time to bring it back everyone would jump back on phone app for @AppStore #microsoft #COVID__19 and @Facebook #messenger would die ! #facebook already is ! No one uses anymore ...,1256670676020154368,
"@Microsoft @NintendoAmerica @Xbox. how about working together and bring #conkersbadfurday to the #switch.  Theres alot of us ""x'ers"" who still play that game on N64 and Xbox. Isnt it time to make it handheld? We'd buy it before youd even announce it!",1256669077457813512,
@microsoft are you looking for folks to test the new Surface pro before its release?  I would love to help.,1256661371585998849,
"@Microsoft, @Amazon, @Google must stop using AI technology to boost oil &amp; gas production. Actions speak louder than words. #ActOnClimate",1256657405615751169,
"@Microsoft I Purchased Microsoft Lumia  640 XL Phone that runs on Windows  8.1 .  Now major apps stopped working on the Phone  and I can neither install Windows 10 nor I exchange it with android phone as stopped any Support , rather  abandoned it . What to do ?",1256651147496079360,
"@Microsoft Can ya'll do something about your services, I've been suspended several times in the past few days for no god damn reason, and all the support options while going through the suspended complaints tell you to sign in like that makes any damn sense, and phone does nothin",1256647953491599365,
