FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,negative
,
"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",negative
,
"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",negative
,
. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative
,
Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,negative
,
Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,negative
,
"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative
,
@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative
,
"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple",negative
,
So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,negative
,
"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",negative
,
removing all @apple shit.,negative
,
So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,negative
,
@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,negative
,
Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,negative
,
"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",negative
,
@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,negative
,
Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative
,
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative
,
Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative
,
"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",negative
,
Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,negative
,
"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",negative
,
Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,negative
,
@APPLE Wow @MOTOROLA Just crushed your dreams....,negative
,
"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative
,
"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",negative
,
"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",negative
,
@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T,negative
,
Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative
,
@apple why is my iPhone battery so crappy #fail,negative
,
My @Apple @macbook keyboard will not type :(,negative
,
"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber",negative
,
"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",negative
,
I hate my @apple computer.  Thats 3500 dollars down the drain.,negative
,
@apple my iPhone is charging very slowly!!!!!,negative
,
"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",negative
,
"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.",negative
,
One would think the voice recognition on the @apple tech support line would work a little better.,negative
,
"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!",negative
,
"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.",negative
,
@AsimRang @apple @umber the desktop app is wack though,negative
,
I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm,negative
,
Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #,negative
,
#DontBeMadAtMeBecause #Android is by far better than @Apple,negative
,
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,negative
,
@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt,negative
,
Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.,negative
,
Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!,negative
,
Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???,negative
,
fuck u @apple,negative
,
oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it,negative
,
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,negative
,
. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed,negative
,
Like @apple da fuck is this shit?  http://t.co/nb4DHlSg,negative
,
RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...,negative
,
Damn it @Apple!! Whatchu done to my phone??,negative
,
"Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk",negative
,
"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail",negative
,
@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??,negative
,
"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing",negative
,
@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,negative
,
I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple,negative
,
9% now on my second full charge of the day. Pissed @Apple,negative
,
RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!,negative
,
I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”,negative
,
iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative
,
"Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs",negative
,
i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple,negative
,
Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!,negative
,
@apple u guys are gay,negative
,
"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative
,
none of my apps work after the new ios from @apple. what do i do?!?,negative
,
"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",negative
,
@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,negative
,
@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,negative
,
"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",negative
,
"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative
,
"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",negative
,
Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative
,
"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg",negative
,
What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,negative
,
Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,negative
,
"Where is my iPhone!?!?!?!
@apple",negative
,
@apple battery life suck on iOS 5,negative
,
An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,negative
,
@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,negative
,
"Hey @apple why can't I share a reminder list from my iPhone?
Also why can't I login to the iCloud webpage to modify sharing from my phone?",negative
,
Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,negative
,
Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f,negative
,
"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",negative
,
Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,negative
,
“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5,negative
,
As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,negative
,
I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,negative
,
"“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?",negative
,
"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",negative
,
Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,negative
,
RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative
,
"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks",negative
,
"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",negative
,
"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple",negative
,
should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,negative
,
Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL,negative
,
"RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...",negative
,
@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx,negative
,
"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",negative
,
@Apple unhappy again with service/product quality. Won't buy @Apple again.,negative
,
Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative
,
"“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”",negative
,
"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative
,
"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative
,
1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail,negative
,
@PrJusto Don't question the @Apple they will remember your dissent!,negative
,
"@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)",negative
,
RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...,negative
,
"dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?",negative
,
Ugh. WTF is up with all the bottlenecks @paypal @apple?,negative
,
+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative
,
@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative
,
if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,negative
,
any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,negative
,
"@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail",negative
,
"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",negative
,
"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!",negative
,
This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative
,
Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative
,
"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web""",negative
,
What's wrong with Siri today @apple,negative
,
@Apple Siri is down!,negative
,
I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.,negative
,
"Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed",negative
,
@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO,negative
,
"@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( 
#itjustworks",negative
,
"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",negative
,
@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.,negative
,
@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL,negative
,
@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.,negative
,
I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple,negative
,
Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon,negative
,
Just searching with my voice on my 2 year old nexus one @apple.,negative
,
"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!",negative
,
I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple,negative
,
but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz,negative
,
My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!,negative
,
"Pondering the iOS update... From the sounds of @MikeFerri's difficulties, I may just hold off :/ @Apple, FIX IT!",negative
,
@twalve @apple you know the issues they have with DST and alarms :p,negative
,
Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing,negative
,
Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?,negative
,
Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.,negative
,
@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.,negative
,
what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles,negative
,
"#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(
@apple sux without steve",negative
,
2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.,negative
,
It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5,negative
,
@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.,negative
,
Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?,negative
,
@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,negative
,
"@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.",negative
,
"@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.",negative
,
"Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.",negative
,
"@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!",negative
,
Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.,negative
,
@Apple can suck my dick gotta restore my ipad #annoyed,negative
,
"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!",negative
,
"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",negative
,
Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often,negative
,
@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!,negative
,
Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple,negative
,
"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",negative
,
